Loan Amount,Funded Amount,Funded Amount Investor,Term,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,BAD
11159,11868,11646.23956,59,9.551783145,B,D4,RENT,39418.63658,Source Verified,14.90485956,1,0,34,0,13234,72.03352656,19,w,1554.6633789999998,0.004344283,6.920175737999999,0.439512131,0,INDIVIDUAL,64,25,107491,12549,0
15159,31800,12196.54841,59,17.3180652,B,C5,MORTGAGE,75659.6814,Not Verified,24.06102037,0,0,18,1,12609,74.50458933,22,w,7559.579565999999,0.055590926,2.514104252,0.365212221,0,INDIVIDUAL,11,28,229726,12521,0
28182,15879,11983.93225,59,5.82714151,E,C4,MORTGAGE,101424.6195,Source Verified,28.86038102,0,0,20,0,7253,43.11738445,21,f,1928.388573,0.059865617,1.515653449,0.318982831,0,INDIVIDUAL,89,49,43775,27491,0
12017,19235,13018.93461,59,17.02438959,C,A2,RENT,63103.72098,Not Verified,11.47446132,0,0,12,0,3556,64.15790722,20,f,479.1036022,0.014102344,4.81600054,0.010163096,0,INDIVIDUAL,113,17,176388,6215,0
4503,10311,6282.5140710000005,59,18.85640904,D,C4,RENT,77715.38777999999,Source Verified,23.30627759,0,0,15,0,2009,93.0628448,20,f,755.0225655,0.066331435,3.895617279,1.195900394,0,INDIVIDUAL,66,35,281981,11234,0
13285,6656,9947.85978,58,12.93295231,B,C1,MORTGAGE,49368.23761,Source Verified,19.24802329,0,0,19,0,13215,23.12661206,16,f,330.4925175,0.017641257,0.549946725,0.889251542,0,INDIVIDUAL,18,35,16156,1317,0
15006,8794,11047.46093,59,13.65522269,B,B5,RENT,139803.8513,Source Verified,16.67999567,0,0,13,0,5998,51.6315905,19,w,793.3824981,0.026838034,1.595377819,1.185202974,0,INDIVIDUAL,53,21,365745,14534,0
19221,9702,14257.38727,59,19.52433795,B,A3,MORTGAGE,110607.0066,Source Verified,24.89953198,0,0,10,0,4371,73.4356531,8,w,1787.304522,0.0612886859999999,2.1174287830000003,0.646749068,0,INDIVIDUAL,4,37,108758,13227,0
12744,23170,18449.52437,58,12.11416353,C,B5,MORTGAGE,59377.06765,Not Verified,24.17426587,0,0,13,0,8749,27.15073143,9,w,188.7836235,0.002898028,8.129687917,0.301642709,0,INDIVIDUAL,67,316,355180,19637,0
12383,17396,10094.79094,59,13.72114565,C,E1,RENT,66869.56688,Source Verified,17.77000842,0,0,32,0,9026,72.50943467,19,w,2235.761007,0.068243581,3.1884803,1.027421805,0,INDIVIDUAL,7,15,311784,12952,0
16099,20558,16784.04756,58,10.30362725,C,B4,RENT,76467.90608,Not Verified,20.87671679,0,0,12,0,12967,48.78630203,7,f,234.79420750000003,0.092925315,1.928480916,0.162786128,0,INDIVIDUAL,41,4,80478,21771,0
27994,34064,10414.38063,59,10.74793263,A,B2,MORTGAGE,60461.98118,Source Verified,18.26281478,0,0,10,0,12110,58.39421164,34,w,2696.070916,0.020928773,0.630937153,0.447117717,0,INDIVIDUAL,75,41,61917,25146,0
6730,20701,11079.13051,59,12.58447019,C,F5,MORTGAGE,87157.16197,Verified,10.73438663,0,0,8,0,484,22.32303572,8,f,3841.990152,0.006769883,2.541195296,0.964326693,0,INDIVIDUAL,17,46,95713,7947,0
12585,20029,11614.56926,58,7.718295029,B,B2,MORTGAGE,59107.71476,Verified,31.19380413,1,0,28,0,7663,4.141789087,15,w,7957.864843,0.072645285,0.141096719,0.548561744,0,INDIVIDUAL,23,36,301560,1040,1
15311,7007,7001.079927,59,6.880448929,B,B4,MORTGAGE,27951.91569,Verified,21.32841824,0,0,23,0,9546,75.32712686,25,w,1739.062582,0.016314973,1.359944811,1.140230281,0,INDIVIDUAL,48,56,127442,29006,1
6991,26120,15241.41714,59,9.841574268,E,C5,RENT,87653.42315,Source Verified,29.98125143,0,2,8,0,2061,50.18229205,14,w,333.65441989999994,0.028453661,1.649478394,0.993985515,0,INDIVIDUAL,77,31,210619,7550,0
5528,24018,21846.43713,59,9.510274359,D,F1,RENT,61694.3669,Not Verified,25.31443522,1,0,16,0,6819,48.6036018,4,f,2056.348601,0.017190939,2.460070464,0.943976238,0,INDIVIDUAL,138,4503,20421,97190,0
8510,4581,11487.48654,58,8.789637726,C,D3,MORTGAGE,74616.1569,Source Verified,33.56366807,0,0,14,0,2691,8.010081699,17,w,1805.507559,0.069377093,0.949376608,0.857725214,0,INDIVIDUAL,103,15,52770,47533,0
20799,23520,9488.841772,59,6.967924867000001,E,A4,OWN,91079.39578,Source Verified,34.72739691,0,0,12,0,844,52.61878823,18,f,779.9638309,0.025841222,0.067752799,0.273133772,0,INDIVIDUAL,125,35,280019,5498,0
5854,11158,23681.62165,59,14.44193667,D,D2,MORTGAGE,46453.81736,Source Verified,19.87974495,0,0,9,0,11477,36.05464766,5,w,465.58879569999993,0.067377811,4.178432911,0.616181454,0,INDIVIDUAL,47,27,103864,2194,0
19444,12309,6667.543433,59,10.3799306,B,A4,OWN,115699.3058,Verified,18.61332145,0,0,15,0,2907,15.34072876,18,f,2672.203419,13.81849238,1.403701205,1.150332142,0,INDIVIDUAL,68,19,31903,70483,0
15850,19992,11711.25848,59,8.899161632,C,B2,MORTGAGE,38459.09287,Source Verified,24.96702465,0,0,14,0,8787,65.34163521,27,f,456.275534,0.0131411939999999,5.712990337000001,0.4896567679999999,1,INDIVIDUAL,158,27,590074,6037,0
6696,34701,13523.28339,59,15.25972569,C,B4,MORTGAGE,71790.19299,Source Verified,18.16425198,0,0,9,0,6358,42.07680752,37,f,1036.061693,0.023264972,6.483205418,0.401563054,0,INDIVIDUAL,114,27,309780,37812,0
19037,32034,14688.76689,59,10.39174661,A,C1,MORTGAGE,84327.30234,Not Verified,21.93304895,0,0,13,0,8578,43.488662100000006,31,w,567.8907477000001,0.012243621,4.01490889,0.370827101,0,INDIVIDUAL,143,34,87562,86342,0
20492,13413,11290.02423,58,11.76571291,C,C4,RENT,147968.9722,Source Verified,25.27360887,0,0,12,0,5966,66.53278849,17,w,1691.806,0.031137811,0.470600058,0.51375209,0,INDIVIDUAL,91,482,88927,31827,0
4495,8194,23419.19722,59,12.05613336,B,B4,MORTGAGE,122886.3463,Verified,21.74305541,0,0,10,1,2156,82.26162431,20,w,2134.3961440000003,0.010077578,3.145736089,0.671325233,1,INDIVIDUAL,27,1112,628,20850,0
20292,9238,14513.51035,58,14.11368481,A,D5,MORTGAGE,53565.07637,Source Verified,6.180732196,0,0,12,0,1542,14.406796900000002,13,f,656.6708597,0.084253935,5.68505947,1.215196083,0,INDIVIDUAL,119,9,45607,2768,0
24125,20914,9065.57494,58,10.58679869,C,B4,RENT,130575.3687,Source Verified,9.413205276,0,0,10,0,8246,50.62494725,29,f,191.8603775,0.045017694,8.235701673,0.3998602429999999,0,INDIVIDUAL,34,50,30058,24371,1
29556,31749,5871.889633,59,15.78363564,B,C2,MORTGAGE,156726.4477,Verified,16.4968318,0,0,13,0,6448,73.43586972,24,w,577.1281614,0.069082354,0.151223724,1.036618782,0,INDIVIDUAL,56,9,59845,16776,0
11201,15440,7401.168648999999,59,16.20166618,C,C2,MORTGAGE,257339.8622,Verified,32.67418125,0,0,15,0,3210,60.0765198,5,f,1218.87181,0.001006783,1397.647112,0.832043662,0,INDIVIDUAL,160,16,413937,33973,0
19791,6460,9018.802917,59,9.888847017,C,B3,RENT,72176.39193,Not Verified,20.26608662,0,0,10,0,6275,9.669663033,18,f,1946.911478,0.057791737,3.5044831,0.453464972,0,INDIVIDUAL,85,19,80750,26864,0
15382,9835,31839.50697,59,15.25948686,C,D4,MORTGAGE,196252.2628,Source Verified,18.4753175,0,0,13,0,1321,24.01612856,16,w,450.9427279,0.01885029,6.196146913,0.164306648,0,INDIVIDUAL,129,17,210277,7490,0
5571,21611,4242.587407999999,58,13.48791462,A,A5,MORTGAGE,30238.84601,Not Verified,27.02817546,0,0,9,1,2266,3.872376195,28,w,679.205235,0.057056722,4.031489199,41.28195059,0,INDIVIDUAL,158,1463,277731,3286,0
13353,8149,21689.39842,58,8.2526799,C,A5,MORTGAGE,94587.77246,Verified,19.45714964,0,1,21,0,7949,33.73049607,31,f,1194.1466369999998,0.076754407,1.496951807,0.852723563,0,INDIVIDUAL,22,47,327186,9887,0
13305,18813,13088.89563,59,12.26210394,F,A5,MORTGAGE,95466.71222,Not Verified,26.86317856,0,0,10,0,7127,51.16356867,7,f,581.776737,0.024460644,6.12642781,0.813138887,0,INDIVIDUAL,60,46,25665,32721,0
15298,11520,17111.08049,59,12.27141579,E,D2,MORTGAGE,81809.81317000001,Source Verified,32.37266391,0,0,15,1,56696,53.57298654,26,w,693.5571007,0.0039483159999999,2.306386192,0.667222577,0,INDIVIDUAL,9,42,243076,14265,0
11746,20373,10352.86706,59,8.207875257000001,B,D5,MORTGAGE,87445.79679,Verified,25.38803275,1,0,15,0,6221,68.45782922,19,w,1031.358606,0.034179017,8.135276496,0.152957654,0,INDIVIDUAL,156,33,74597,5286,0
15475,31931,7392.144131,59,9.043397458,B,B2,MORTGAGE,63799.07204,Not Verified,28.54680907,6,0,16,0,22335,49.39754916,25,w,1808.311875,0.015065006,4.336776545,0.772754535,0,INDIVIDUAL,43,53,460360,12092,0
9449,8729,25932.30777,59,19.47539195,C,B3,RENT,56073.7362,Source Verified,22.67772833,0,0,14,0,7619,58.91936398,20,f,101.8135161,0.0266804979999999,2.028225151,0.710878592,0,INDIVIDUAL,82,4935,57000,12768,0
17283,31865,15322.14024,58,12.57007155,D,B1,RENT,39344.03889,Source Verified,11.7817095,0,0,28,0,2322,9.892477382,8,f,2023.67805,0.0003918769999999,3.898665859,1.062118144,0,INDIVIDUAL,13,52,5088,12859,0
31951,15512,16265.97901,58,10.34041825,C,C1,MORTGAGE,72195.77012999999,Verified,32.51537919,0,0,10,0,26778,55.76869853,4,f,1121.11786,0.036417847,1.556740417,0.742377917,0,INDIVIDUAL,57,35,225354,2830,0
21775,6520,6294.312817,59,13.46791702,B,B1,RENT,67516.41597,Verified,33.01670927,0,0,18,0,7202,68.41310295,18,f,8504.908828,0.024973145,4.11798773,0.3968875839999999,0,INDIVIDUAL,71,14,103276,35340,0
19156,20218,31245.56054,59,17.37666727,A,E2,RENT,50913.49367,Verified,30.65220999,0,2,36,0,8188,56.02066906,30,w,2753.858999,0.085006463,0.7907925290000001,0.239526941,0,INDIVIDUAL,146,31,225348,20739,0
22723,5870,7553.471239,58,10.88750639,C,A4,MORTGAGE,137711.3475,Source Verified,9.130929068,0,0,11,0,5229,43.10888717,36,f,1847.88578,0.058511677,6.224933157000001,1.236569344,0,INDIVIDUAL,61,35,136525,8238,1
9784,12480,8553.589603,59,7.279841855,D,B1,RENT,45233.84514,Source Verified,14.46335939,0,0,15,0,2951,99.37597658,19,f,3280.476627,0.096148179,3.619149779,1.428270271,0,INDIVIDUAL,132,1624,40646,11389,0
19872,5882,27517.267460000003,58,15.41013421,C,E2,RENT,64287.05587,Source Verified,17.24690204,1,0,11,1,14200,55.84628692,11,w,754.4340776,0.002305904,3.811430592,1.164942097,0,INDIVIDUAL,121,19,36089,25118,0
15005,31640,21532.89079,59,14.91341871,A,F1,MORTGAGE,44926.94292,Source Verified,38.22263474,0,0,14,0,2591,0.184553895,23,f,2969.717071,0.041669602,1.073085009,0.553596404,0,INDIVIDUAL,48,30,52173,9985,0
16073,30694,7898.041827,59,12.73077045,C,C1,RENT,72875.64792999999,Source Verified,26.75683611,0,0,11,0,7778,29.76099918,35,w,2414.771525,0.024283346,7.769242802999999,0.248581167,0,INDIVIDUAL,129,57,170541,16323,0
18678,10673,9640.373807,59,8.236653627,C,B2,RENT,60326.34511,Source Verified,29.12005587,0,0,13,0,4232,42.88543335,15,f,6.917667021000001,0.045829786,4.343404686,0.8937207359999999,0,INDIVIDUAL,16,41,33462,72449,0
7364,11056,8830.396394,58,16.3276904,B,D1,MORTGAGE,84281.32187,Source Verified,25.43242375,0,0,16,1,935,59.12579478,25,w,32.04380526,0.028225905,2.651791464,0.6964961409999999,0,INDIVIDUAL,100,21,207806,10807,1
30628,14381,15249.85328,59,12.276937599999998,A,C1,MORTGAGE,76059.01106,Source Verified,20.65046138,0,0,13,0,5923,54.42297868,16,f,3586.265279,0.031693912,4.191481364,0.605482284,0,INDIVIDUAL,30,34,58292,2275,0
30419,23161,9942.401262,59,9.004687204,B,B4,MORTGAGE,127515.8881,Source Verified,28.85346093,0,0,13,0,10456,60.12731172,19,f,753.3043807999999,0.029531926,1.6069179530000002,0.7272486859999999,0,INDIVIDUAL,28,42,14350,21273,0
34706,4830,21616.92333,59,10.82447134,C,B1,RENT,77848.99354,Verified,35.42609419,0,0,9,0,26909,88.77559702,10,w,1904.147012,0.012284898,0.988716315,0.777270852,0,INDIVIDUAL,73,1509,66412,6343,0
3015,3170,22331.36101,59,12.90634008,C,A5,MORTGAGE,70506.87538,Source Verified,34.74030535,0,0,27,0,3224,77.41417575,17,f,728.5005165,0.006856871,3.404171585,1.170270046,0,INDIVIDUAL,21,230,275351,4897,0
6130,5650,16763.67569,59,12.86782874,E,D3,MORTGAGE,71210.00918,Verified,15.12592797,0,0,10,0,21785,55.18116165,26,f,11089.53103,0.017585988,4.710535188,0.596955048,0,INDIVIDUAL,94,27,94271,81995,0
10432,9012,7403.03717,58,11.10016644,A,B4,MORTGAGE,45465.70556,Source Verified,16.93347429,2,0,12,0,16831,61.40799414,8,w,2195.071891,0.0709611129999999,4.330128077,1.302464373,0,INDIVIDUAL,139,30,68638,37409,0
10189,18768,8647.959526999999,58,12.57844851,E,A2,RENT,92452.58059,Not Verified,21.680078100000003,0,0,8,0,702,19.52444928,15,f,2255.235402,0.0502162309999999,4.400432919,0.585633085,0,INDIVIDUAL,10,58,176634,3187,0
20649,20598,7329.073348000001,58,17.3015339,A,E2,MORTGAGE,57276.62765,Verified,12.99329916,7,0,16,0,3428,98.0676778,13,w,3406.176386,0.0124240239999999,0.244969101,0.97199226,0,INDIVIDUAL,130,20,114952,28291,1
26935,13024,11910.09207,59,16.44920762,D,B3,MORTGAGE,118785.3631,Source Verified,30.67993521,0,0,9,0,32245,53.83882405,5,w,1479.712501,31.94643365,7.360958753999999,0.064981759,0,INDIVIDUAL,15,20,97966,18847,0
22643,8977,19967.41652,59,16.42567035,B,G4,MORTGAGE,63106.88416,Source Verified,6.006018819,0,0,14,0,9311,26.73541536,27,f,2563.1471420000003,0.075422328,6.352307301000001,0.969794841,0,INDIVIDUAL,65,23,167124,8966,0
2161,8225,13029.38584,58,13.68806056,A,E2,OWN,74893.50736,Source Verified,17.10114564,0,0,10,0,1513,86.78900722,30,w,3367.871625,26.66515246,1.055261353,1.081854845,0,INDIVIDUAL,85,62,94777,10583,1
33775,21671,10733.52772,59,8.094527877,C,B1,MORTGAGE,37137.291580000005,Source Verified,12.78928993,0,1,12,0,10098,56.17178394,34,f,32.88452873,0.009073526,3.523425861,1.326719548,0,INDIVIDUAL,93,15,11783,10310,1
29203,10205,17968.14259,59,10.20038544,A,B3,MORTGAGE,204248.8913,Source Verified,18.72887566,0,0,8,0,1776,4.457725621,27,w,1732.5310739999998,0.026451046,1.327202962,0.424246578,0,INDIVIDUAL,130,50,292240,8858,1
6178,30750,8664.685658,59,15.93731435,A,C3,MORTGAGE,29875.97905,Not Verified,17.96502021,0,0,32,0,16864,70.93922633,20,w,2020.227857,0.012608848,4.297963878,0.735390723,0,INDIVIDUAL,35,42,83984,20441,0
12532,22425,10654.04432,58,12.97277149,D,B2,RENT,56060.6793,Verified,35.24873984,1,0,7,0,7264,43.57668841,16,w,9599.92293,11.10913402,2.312890714,1.368807761,0,INDIVIDUAL,116,23,49559,18108,0
20729,22244,11315.15641,59,11.65934045,C,D5,MORTGAGE,47216.88423,Not Verified,19.55936141,0,0,19,0,15827,67.99117279,16,w,1300.645522,0.063807892,4.748863334,0.762861749,0,INDIVIDUAL,160,26,184460,5216,0
18948,17503,10095.87824,59,11.27475116,C,A2,RENT,45363.11519,Source Verified,24.40515289,0,0,17,0,4945,43.15804149,6,f,56.7322628,0.042374887,1.59473473,1.028051655,0,INDIVIDUAL,30,32,292603,10040,0
10888,11979,12624.70137,59,11.18012107,D,D4,MORTGAGE,98062.24454,Not Verified,28.78823338,0,0,10,0,1670,74.6261889,14,w,620.8922842000001,0.058938063,3.842720331,1.011755101,0,INDIVIDUAL,156,28,78465,11529,0
11228,10582,8411.520201000001,36,12.72521778,A,F1,MORTGAGE,95229.73859,Not Verified,9.201706827,0,0,10,0,1856,11.97571624,27,w,2289.928342,0.022983009,0.913527792,1.410991385,0,INDIVIDUAL,140,44,299709,9803,0
21091,15362,13677.1942,59,11.35206657,B,B3,MORTGAGE,176057.5011,Verified,26.95965725,0,0,12,0,853,68.43474125,21,w,312.6935581,0.057602775,1.162955686,0.725227975,0,INDIVIDUAL,38,9,108868,51112,0
21392,32724,21728.4917,59,11.81408036,C,C2,RENT,59351.84722,Not Verified,11.62527863,0,0,27,0,604,69.88089366,21,f,1233.692955,0.026212287,6.180963333999999,1.3449687540000002,0,INDIVIDUAL,69,36,670443,49874,1
13656,15912,8237.296814,58,6.824377497,C,B1,RENT,45763.95173,Source Verified,14.41937693,0,0,12,0,7798,46.01429404,8,w,1742.6393920000005,0.003227657,1.383010871,0.004055127,0,INDIVIDUAL,60,38,44467,47094,0
10731,5131,12618.84321,58,15.65269564,B,F1,RENT,88792.35272000001,Verified,30.99699965,0,0,14,0,4375,52.68417747,5,w,1602.967265,0.020983117,1.074652648,0.728345208,0,INDIVIDUAL,72,37,460571,12906,0
18148,21176,10551.26824,59,17.63091371,C,B4,RENT,52351.59135,Not Verified,21.37755029,0,0,11,0,12247,12.26214566,19,f,7238.964217,0.078557469,0.516021058,0.649605846,0,INDIVIDUAL,47,54,56714,12533,0
8538,7691,6895.924407,59,23.40012077,A,C1,RENT,45758.43857,Verified,17.65538331,0,0,11,0,11340,71.43810789,5,f,447.1326360000001,0.114805279,2.708091257,1.037543611,0,INDIVIDUAL,45,39,378498,20623,0
34136,21598,10582.41478,59,10.44816119,B,F3,MORTGAGE,65873.33809,Verified,15.18846174,0,0,23,0,17247,90.01166677,20,w,1679.747202,0.036274138,7.566741427999999,0.8036513040000001,0,INDIVIDUAL,16,12,531486,16683,0
6325,11343,14048.2839,58,10.98243895,D,B1,OWN,42289.35957,Source Verified,17.98550988,0,0,11,0,8396,53.73684166,12,w,2123.314542,0.106059273,1.3881705169999998,0.969809013,0,INDIVIDUAL,10,1445,298686,49215,0
7440,7862,13424.53249,59,11.79671815,B,B4,MORTGAGE,206402.2373,Verified,26.75907061,0,0,7,0,8048,56.64971922,31,f,1542.606004,0.042751816,0.159340001,0.710753321,0,INDIVIDUAL,67,36,109958,25764,1
15993,11371,13146.56188,58,6.392261338,B,A1,RENT,46099.11363,Verified,18.81759968,0,0,16,0,10380,26.35051121,27,f,3194.854033,0.016600697,3.012617806,0.5581519110000001,0,INDIVIDUAL,31,47,161062,19033,0
25721,8743,20531.05104,58,17.13870052,C,E1,RENT,53049.60936,Source Verified,26.15842666,0,0,20,0,10591,28.44178446,35,f,333.76973189999995,0.074957872,0.448054115,1.32470846,0,INDIVIDUAL,83,37,123157,56996,0
27833,16440,26854.51077,58,6.076760626,A,A4,MORTGAGE,106833.5158,Source Verified,29.09973697,0,0,18,0,5028,76.03629343,37,w,538.3069205,0.00865145,4.958359559,0.4985494339999999,0,INDIVIDUAL,143,5,57771,36665,0
31775,10403,10014.44861,58,13.36151273,A,C1,MORTGAGE,94238.84318,Source Verified,22.24076473,1,0,12,0,6536,55.83805589,26,f,5250.458522,0.081663283,7.987204863,0.417678642,0,INDIVIDUAL,57,29,138695,46385,0
4803,9218,9147.299599,59,14.36480273,B,B5,RENT,58040.07373,Not Verified,12.41429007,0,0,11,0,13547,91.0805201,20,f,346.850529,0.031285494,3.726929049,0.217662207,0,INDIVIDUAL,117,7,63612,17172,0
15475,32920,10346.39382,58,11.26864395,C,G1,MORTGAGE,115093.2836,Not Verified,29.89166587,0,0,10,0,1489,58.84361873,10,f,934.4503267,0.035607216,1.5046398369999998,0.383199688,0,INDIVIDUAL,39,55,570022,15245,0
12714,22817,10373.88993,59,7.404058329,F,A3,OWN,168174.8786,Not Verified,14.907336,1,0,14,0,960,99.67515321,25,w,8656.609273,0.003060028,1.24659791,0.7227990870000001,0,INDIVIDUAL,10,15,223628,30313,0
21301,12483,10232.08191,59,13.57799364,E,E3,MORTGAGE,49751.78762,Source Verified,33.59585878,0,0,16,0,4585,68.11840611,19,w,1495.475604,0.025319636,7.505290286,1.039540819,0,INDIVIDUAL,83,30,252101,19581,0
5743,13401,20607.15539,59,23.96727463,A,B3,MORTGAGE,91791.36354,Source Verified,17.97090173,0,0,13,0,4942,11.66207634,21,w,2537.6063010000003,0.027319758,3.990828883,0.782745648,0,INDIVIDUAL,19,52,346563,75488,0
16724,10575,16478.83197,59,17.10914308,C,D4,MORTGAGE,81781.52345,Not Verified,24.8482549,0,0,11,0,193,83.19385455,27,f,3065.246084,0.004398182,1.112442035,0.840276035,0,INDIVIDUAL,151,26,269093,13206,0
13990,23234,8523.434687,59,7.332549579,C,B3,RENT,36614.50772,Verified,29.29742881,0,0,16,0,2980,54.27631916,22,w,8419.568264,32.70231924,1034.687077,1.115961925,0,INDIVIDUAL,86,38,297483,70344,0
12283,6854,11189.2292,59,10.72573583,B,D1,MORTGAGE,77033.48634,Source Verified,24.9301901,1,0,11,0,1002,51.85404051,16,f,2841.333496,0.070472702,1982.548779,0.890185703,0,INDIVIDUAL,82,17,31860,5329,0
9546,33733,15374.44379,58,12.54889441,B,B5,RENT,70104.55666,Source Verified,7.130337012000001,0,0,17,0,8669,40.72461335,22,f,181.3725453,0.033813307,2.234500228,0.7783886609999999,0,INDIVIDUAL,11,43,138996,3768,0
21359,17123,10411.19374,58,8.956192712,A,C3,RENT,26598.50255,Not Verified,18.1938033,1,0,14,0,3376,89.17692716,19,w,859.8555905,0.02319367,7.810164047000001,0.965496231,0,INDIVIDUAL,101,46,71911,13631,0
17545,15721,4272.690945,59,12.89021218,B,D1,MORTGAGE,230645.2648,Source Verified,34.75172495,0,0,29,0,18425,64.85276464,25,w,3801.949968,0.018208335,4.601018198,0.965182181,0,INDIVIDUAL,54,22,116663,9087,0
30236,6673,16500.72917,59,10.89625897,B,F5,RENT,65454.06766,Source Verified,7.640754506,1,0,11,1,9452,10.93734802,16,w,2125.427279,0.07132177,987.3539078,0.4488120129999999,0,INDIVIDUAL,122,336,6326,6728,0
6212,23314,12655.39943,58,16.91522405,A,B2,RENT,46811.13817,Source Verified,13.98915225,0,0,9,0,4734,18.73794548,5,f,567.9657457999999,0.051010458,3.633354776000001,0.4479385629999999,0,INDIVIDUAL,42,45,125947,22065,0
28226,7892,12200.38503,59,12.44946326,C,A5,RENT,83120.65374,Source Verified,8.536329726,0,0,21,0,7960,85.09421528,5,w,366.5267008,0.003837487,5.231881772,0.3624891979999999,0,INDIVIDUAL,12,37,124100,39333,0
31024,15964,9834.798947,58,15.53826479,C,G3,MORTGAGE,62072.35988,Source Verified,20.99747935,0,0,17,0,2521,69.68934119,35,f,222.222816,0.023875046,4.637979897,0.646681184,0,INDIVIDUAL,14,48,332781,11720,0
8362,8281,15404.83253,58,9.719315903,C,E1,MORTGAGE,59600.27927000001,Source Verified,39.36485615,0,0,17,0,1369,30.49357192,15,w,3788.003319,0.0294897529999999,4.207440674,1.305945577,0,INDIVIDUAL,12,54,15182,14213,0
29332,15720,21331.79246,59,13.94157585,B,B1,MORTGAGE,49329.81952,Verified,32.67922438,0,0,25,0,5705,61.88081133,12,w,620.810533,0.0426390709999999,2.595980963,0.78898303,0,INDIVIDUAL,82,55,232748,2856,0
8873,24361,7996.663919,58,8.967821541000001,C,B1,OWN,49097.19524,Not Verified,29.88239505,1,1,8,0,660,73.29203547,10,f,1323.61691,0.0492498529999999,7.244445669,0.277557448,0,INDIVIDUAL,117,32,22624,9539,0
20260,13260,12118.49319,59,8.597074586,E,A5,MORTGAGE,82329.85465,Source Verified,22.67141853,0,0,26,0,2347,60.56344235,18,w,1126.559515,0.075289168,4.628873981,1.063096511,0,INDIVIDUAL,39,44,400375,10536,0
16982,30448,6792.999035,58,16.94218342,A,C5,RENT,52382.60183,Source Verified,37.48315474,0,0,14,0,9237,27.95642622,21,w,2459.946882,0.083905132,2.281649095,0.6899935220000001,0,INDIVIDUAL,56,45,41234,8113,0
2220,11717,12539.11737,58,17.07205338,F,B4,OWN,50631.09608,Verified,28.25712971,2,0,13,0,6896,15.12705799,23,f,1420.865121,22.49064518,1.27412857,0.893066858,0,INDIVIDUAL,67,38,107664,59040,0
23581,31680,8609.294202,59,9.014574794,B,D2,MORTGAGE,91668.0551,Source Verified,32.04978251,6,0,24,0,11102,7.543744422,11,f,3157.821828,0.047304673,1.987915573,1.348094443,0,INDIVIDUAL,47,28,7454,6143,1
12878,31436,12655.53146,58,8.845918787999999,B,D4,MORTGAGE,331511.2208,Verified,27.7108228,0,0,13,0,9248,80.18707868,21,w,2150.2676,0.069091822,2.919358181,0.291521048,0,INDIVIDUAL,17,52,178641,1413,0
23162,23250,8842.332837,36,7.066259487999999,B,A2,RENT,54573.89199,Source Verified,14.95346384,0,0,20,0,10507,62.8316312,26,f,1484.236354,0.060339437,2.204027495,0.988781087,0,INDIVIDUAL,84,26,108180,5413,0
22273,8339,21723.82951,59,8.809232393,D,E4,MORTGAGE,71530.68902,Source Verified,20.61097919,1,0,13,0,1850,63.40327258,25,f,9175.06784,0.017317281,0.889582812,0.448746841,0,INDIVIDUAL,9,54,59439,5209,0
30558,25593,9191.383213,59,7.385353258999999,B,E1,MORTGAGE,37809.15994,Source Verified,20.95679505,0,0,12,0,3162,62.52028083,11,w,569.7953331,0.022595761,9.160511992,1.420241549,0,INDIVIDUAL,22,27,151174,12232,0
18862,34087,10331.69396,59,15.65088318,B,B1,MORTGAGE,57979.914110000005,Verified,26.36725689,1,0,15,0,8004,39.20957253,8,w,2212.045228,0.133867974,1.09049311,0.010407371,0,INDIVIDUAL,129,30,86252,20533,0
20465,24520,19357.04747,59,8.781397877,D,E2,MORTGAGE,71445.42151,Source Verified,10.25445632,0,0,14,0,8031,41.68659387,5,w,1609.457462,0.04739721,3.304147755,0.013177112,0,INDIVIDUAL,135,35,16121,116329,0
33548,10707,10042.92305,59,10.80783504,C,D3,MORTGAGE,223905.9382,Source Verified,12.75600041,0,2,8,0,2905,84.85479692,6,f,998.9902572,0.018726693,7.673165866000001,1.306778496,0,INDIVIDUAL,9,11,72370,25116,0
34850,22983,8920.326253,59,10.94046406,B,D5,RENT,46967.04884,Verified,12.69719101,0,0,13,0,3831,47.45074586,16,f,801.4778284,0.008110875,1.604655578,0.26449602,0,INDIVIDUAL,123,46,87376,3092,0
11146,6580,12055.26022,59,23.32725007,B,F3,MORTGAGE,49625.34438,Not Verified,12.27718935,1,0,14,0,331,18.21548017,8,w,6213.834297,0.017007313,4.923505608,0.660785043,0,INDIVIDUAL,44,41,107750,18144,0
15748,15413,20473.73842,58,10.50376514,B,C3,RENT,24975.94806,Not Verified,12.00936033,0,0,30,0,13232,35.00445635,18,w,821.6290544999999,0.118013085,2.477134464,0.986113556,0,INDIVIDUAL,83,539,29050,17313,0
14190,7693,11954.93479,58,14.57729336,B,B5,RENT,39867.02285,Verified,17.81044662,0,0,11,0,21701,47.20764458,17,w,2268.860256,0.074513581,0.776218022,0.8640967890000001,0,INDIVIDUAL,117,1490,46206,10020,0
