loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,BAD,dtir1
cf,Joint,pre,type3,p3,l1,nopc,246500,3.25,-0.0642,557.22,300.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,7800.0,CRIF,816,EXP,65-74,to_inst,99.39516129,central,direct,0,26.0
cf,Joint,nopre,type1,p3,l2,nopc,126500,4.75,0.8253,3629.38,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,5400.0,CIB,870,EXP,55-64,to_inst,67.28723404,North,direct,0,30.0
cf,Male,nopre,type1,p3,l1,nopc,376500,4.056273024512094,0.36641514612813764,3409.544460592627,180.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,6960.0,CIB,818,CIB,65-74,to_inst,74.11417323,North,direct,1,39.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,536500,3.99,-0.1584,411.19,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,7500.0,EXP,769,EXP,25-34,not_inst,68.95886889,south,direct,0,31.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,136500,3.75,0.9483,3289.38,180.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,2640.0,EXP,544,CIB,55-64,to_inst,38.12849162,south,direct,0,37.0
cf,Joint,nopre,type1,p4,l1,nopc,256500,3.25,0.1528,0.0,180.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,6660.0,EXP,741,EXP,35-44,to_inst,64.44723618,North,direct,0,37.0
cf,Sex Not Available,pre,type1,p4,l1,nopc,276500,4.125,0.7424,5988.73,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,3720.0,CRIF,832,CIB,65-74,to_inst,59.08119658,south,direct,0,42.0
cf,Female,nopre,type1,p4,l1,nopc,266500,3.625,-0.011,2114.35,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,7440.0,CIB,884,CIB,25-34,not_inst,70.5026455,North,direct,0,31.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,266500,4.25,0.1068,9786.88,360.0,neg_amm,not_int,not_lpsm,338000.0,sb,pr,home,1U,3720.0,CIB,677,EXP,55-64,to_inst,78.84615385,North,direct,0,44.0
cf,Joint,pre,type1,p4,l1,nopc,376500,4.75,0.4232,0.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,4080.0,EXP,732,EXP,55-64,not_inst,82.20524017,North,direct,0,45.0
cf,Male,nopre,type3,p3,l1,nopc,166500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,4080.0,EQUI,552,EXP,65-74,to_inst,70.53786977721364,North,direct,1,37.05157872662454
cf,Sex Not Available,nopre,type1,p4,l1,nopc,256500,3.99,0.4684,1756.87,360.0,neg_amm,not_int,not_lpsm,338000.0,sb,pr,home,1U,6420.0,CIB,764,EXP,25-34,not_inst,75.88757396,south,direct,0,6.0
cf,Sex Not Available,pre,type1,p3,l1,nopc,416500,4.375,0.2159,9065.0,300.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,8700.0,CRIF,765,EXP,65-74,to_inst,68.50328947,south,direct,0,32.0
cf,Joint,nopre,type1,p3,l1,nopc,176500,3.75,0.3422,5255.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4080.0,EXP,867,EXP,65-74,to_inst,61.28472222,North,direct,0,37.0
cf,Male,pre,type1,p3,l1,nopc,286500,3.625,-0.0223,3349.08,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,6120.0,CIB,634,CIB,25-34,not_inst,77.85326087,North,direct,0,37.0
ncf,Male,pre,type1,p1,l1,nopc,1016500,3.99,-0.0901,1150.0,360.0,not_neg,not_int,not_lpsm,1278000.0,sb,pr,home,1U,20700.0,CIB,881,EXP,45-54,to_inst,79.53834116,south,direct,0,42.0
cf,Male,nopre,type1,p4,l1,nopc,526500,3.25,-0.0267,237.0,180.0,not_neg,not_int,not_lpsm,2028000.0,sb,pr,home,1U,15000.0,EXP,534,CIB,35-44,not_inst,25.96153846,south,direct,0,42.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,506500,4.375,0.7639,10411.25,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,8700.0,CIB,825,CIB,>74,to_inst,55.78193833,south,direct,0,36.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,236500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,6180.0,EQUI,567,EXP,35-44,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Female,nopre,type1,p1,l1,nopc,376500,4.5,0.0757,355.96,360.0,neg_amm,not_int,not_lpsm,478000.0,sb,pr,home,1U,5040.0,CIB,783,CIB,35-44,not_inst,78.76569038,North,direct,0,48.0
ncf,Sex Not Available,pre,type1,p3,l1,nopc,956500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,11280.0,EQUI,764,EXP,55-64,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Joint,pre,type1,p4,l1,nopc,446500,3.25,-0.3248,10493.86,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,10680.0,CRIF,805,EXP,25-34,not_inst,71.09872611,North,direct,0,28.0
ncf,Male,pre,type1,p1,l1,nopc,266500,3.75,0.8956,5335.0,240.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,7620.0,CRIF,550,CIB,35-44,to_inst,95.86330935,south,direct,0,21.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,576500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,neg_amm,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,11820.0,EQUI,532,EXP,45-54,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Male,nopre,type1,p3,l1,nopc,166500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2880.0,CIB,592,CIB,45-54,to_inst,55.87248322,central,direct,1,44.0
cf,Male,pre,type1,p1,l1,nopc,526500,4.75,0.4238,7090.0,360.0,neg_amm,not_int,not_lpsm,668000.0,sb,pr,home,1U,17100.0,CIB,517,CIB,45-54,to_inst,78.81736527,south,direct,0,46.0
cf,Joint,nopre,type1,p3,l1,nopc,316500,4.18,0.3866,9681.88,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,11160.0,CRIF,702,EXP,45-54,to_inst,86.00543478,North,direct,0,14.0
cf,Male,nopre,type1,p4,l1,nopc,406500,4.056273024512094,0.36641514612813764,3409.544460592627,300.0,neg_amm,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,8220.0,EQUI,515,EXP,45-54,not_inst,70.53786977721364,North,direct,1,37.05157872662454
cf,Female,nopre,type1,p3,l1,nopc,336500,4.56,0.7316,9124.06,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,3660.0,CIB,634,CIB,65-74,to_inst,84.54773869,North,direct,0,44.0
cf,Male,nopre,type1,p4,l1,nopc,376500,4.99,0.3867,0.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,7020.0,CIB,653,EXP,55-64,to_inst,84.04017857,North,direct,0,37.0
cf,Male,nopre,type1,p4,l2,nopc,276500,4.056273024512094,0.36641514612813764,3409.544460592627,240.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,4020.0,EXP,680,CIB,65-74,to_inst,92.7852349,North,direct,1,60.0
cf,Joint,nopre,type1,p3,l1,nopc,216500,3.875,0.1652,1461.76,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,4140.0,EXP,528,EXP,35-44,not_inst,60.47486034,south,direct,0,40.0
cf,Female,nopre,type1,p3,l2,nopc,106500,4.625,1.2883,2150.0,240.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,3420.0,CIB,680,CIB,65-74,to_inst,59.83146067,North,direct,0,21.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,156500,5.25,1.0887,4608.25,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,4740.0,EXP,713,EXP,45-54,to_inst,68.64035088,south,direct,0,19.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,156500,4.125,1.4818,5130.81,180.0,not_neg,not_int,not_lpsm,188000.0,sb,ir,home,1U,5460.0,CIB,520,CIB,35-44,to_inst,83.24468085,south,direct,0,45.0
cf,Male,nopre,type1,p4,l1,nopc,356500,4.056273024512094,0.36641514612813764,3409.544460592627,312.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,9660.0,EQUI,632,EXP,35-44,not_inst,70.53786977721364,North,direct,1,37.05157872662454
cf,Male,nopre,type1,p3,l1,nopc,306500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,int_only,not_lpsm,608000.0,sb,ir,home,1U,10860.0,EXP,520,EXP,45-54,not_inst,50.41118421,south,direct,1,39.0
cf,Joint,nopre,type1,p4,l1,nopc,126500,3.99,0.5585,2818.75,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3060.0,CIB,727,EXP,45-54,to_inst,58.02752294,North,direct,0,40.0
cf,Joint,nopre,type1,p4,l1,nopc,286500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,358000.0,sb,ir,home,1U,18780.0,CIB,786,EXP,45-54,to_inst,80.02793296,North,direct,1,31.0
cf,Male,nopre,type3,p4,l1,nopc,216500,3.625,-0.1657,0.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,7301.624987741493,EXP,866,CIB,45-54,to_inst,94.95614035,central,direct,0,37.05157872662454
cf,Female,nopre,type1,p4,l1,nopc,506500,3.99,0.202,0.0,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,8100.0,CRIF,801,CIB,55-64,not_inst,66.82058047,south,direct,0,49.0
cf,Male,nopre,type1,p3,l1,nopc,386500,4.375,0.1346,4960.0,360.0,not_neg,int_only,not_lpsm,638000.0,sb,pr,home,1U,5220.0,CIB,579,CIB,55-64,to_inst,60.5799373,North,direct,0,37.0
cf,Male,pre,type1,p3,l1,nopc,316500,4.875,1.3672,8525.29,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,15300.0,CRIF,529,CIB,55-64,to_inst,73.94859813,North,direct,0,26.0
cf,Male,nopre,type1,p4,l1,nopc,266500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,2400.0,EQUI,833,EXP,45-54,not_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Male,nopre,type1,p1,l1,nopc,616500,3.625,-0.033,2489.0,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,7260.0,CRIF,855,CIB,45-54,not_inst,79.24164524,south,direct,0,37.0
cf,Male,nopre,type1,p3,l1,nopc,126500,4.99,0.8716,3409.544460592627,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,3780.0,EXP,527,CIB,45-54,to_inst,80.06329114,North,direct,0,32.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,126500,4.125,0.592,3167.75,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3420.0,CRIF,594,CIB,45-54,to_inst,58.02752294,south,direct,0,22.0
cf,Male,pre,type1,p3,l1,nopc,256500,4.25,1.3006,5312.5,240.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,6000.0,CIB,823,CIB,55-64,to_inst,78.20121951,North,direct,0,32.0
cf,Joint,nopre,type1,p1,l1,nopc,406500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,8580.0,EXP,583,EXP,35-44,not_inst,97.24880383,North,direct,1,32.0
cf,Male,nopre,type1,p1,l1,nopc,226500,4.5,0.469,3678.4,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,6720.0,CIB,682,CIB,45-54,not_inst,91.33064516,south,direct,0,40.0
cf,Male,pre,type1,p4,l1,nopc,436500,3.625,-0.066,4921.62,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,7200.0,CIB,634,CIB,55-64,not_inst,67.36111111,North,direct,0,36.0
cf,Female,nopre,type1,p3,l1,nopc,306500,4.25,-0.0481,5404.93,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,5280.0,EXP,634,CIB,45-54,not_inst,85.61452514,south,direct,0,38.0
cf,Sex Not Available,pre,type1,p3,l1,nopc,206500,4.125,0.8096,5894.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,10860.0,CIB,767,EXP,65-74,to_inst,80.03875969,south,direct,0,25.0
cf,Joint,nopre,type1,p4,l1,nopc,506500,4.625,0.4431,456.1,360.0,not_neg,not_int,not_lpsm,828000.0,sb,ir,home,1U,10920.0,CRIF,767,EXP,45-54,not_inst,61.17149758,North,direct,0,47.0
cf,Joint,nopre,type3,p1,l1,nopc,246500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,7980.0,EQUI,645,EXP,35-44,to_inst,70.53786977721364,North,direct,1,37.05157872662454
cf,Sex Not Available,nopre,type1,p1,l1,nopc,456500,3.69,-0.0156,1750.5,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,6000.0,CRIF,553,CIB,35-44,not_inst,75.08223684,south,direct,0,42.0
cf,Joint,nopre,type1,p4,l1,nopc,356500,4.18,0.2096,6939.88,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,9180.0,CIB,780,EXP,45-54,to_inst,83.29439252,south,direct,0,31.0
cf,Female,nopre,type1,p3,l1,nopc,436500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,8400.0,EQUI,572,EXP,35-44,not_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Sex Not Available,nopre,type1,p4,l1,nopc,366500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,neg_amm,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,5100.0,EQUI,765,EXP,55-64,to_inst,70.53786977721364,south,direct,1,37.05157872662454
ncf,Joint,pre,type1,p4,l1,nopc,546500,4.0,-0.062,950.0,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,7560.0,EXP,568,EXP,35-44,not_inst,72.09762533,central,direct,0,44.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,516500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,neg_amm,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,10740.0,EQUI,755,EXP,25-34,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Sex Not Available,nopre,type3,p4,l1,nopc,186500,3.25,-0.2049,628.98,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,7301.624987741493,CRIF,506,EXP,65-74,to_inst,94.19191919,south,direct,0,37.05157872662454
cf,Male,nopre,type1,p3,l1,nopc,126500,4.25,0.8176,2050.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,2220.0,CIB,501,CIB,65-74,to_inst,39.77987421,south,direct,0,43.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,596500,3.875,0.3102,19937.5,360.0,not_neg,not_int,not_lpsm,918000.0,sb,pr,home,1U,6900.0,CIB,873,EXP,45-54,to_inst,64.97821351,south,direct,0,43.0
cf,Joint,nopre,type3,p4,l1,nopc,376500,2.75,-0.853,3705.04,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,7301.624987741493,EXP,509,EXP,45-54,not_inst,82.20524017,North,direct,0,37.05157872662454
cf,Joint,nopre,type1,p1,l1,nopc,726500,4.125,0.7709,5999.17,360.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,10980.0,CRIF,653,EXP,35-44,not_inst,87.74154589,North,direct,0,48.0
cf,Male,nopre,type1,p4,l1,nopc,456500,3.75,0.1243,4500.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,20220.0,EXP,539,CIB,35-44,not_inst,89.86220472,North,direct,0,28.0
ncf,Male,nopre,type1,p3,l1,nopc,826500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,1808000.0,sb,pr,home,1U,16320.0,CRIF,580,EXP,65-74,not_inst,45.71349558,North,direct,1,47.0
ncf,Sex Not Available,nopre,type1,p4,l1,nopc,546500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,5040.0,EQUI,645,EXP,55-64,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Sex Not Available,nopre,type1,p1,l1,nopc,106500,4.125,0.6878,795.0,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,2220.0,CIB,581,CIB,55-64,to_inst,90.25423729,south,direct,0,37.0
cf,Female,nopre,type1,p3,l1,nopc,156500,4.75,0.5366,2587.5,360.0,neg_amm,not_int,not_lpsm,528000.0,sb,pr,home,1U,1860.0,CRIF,648,CIB,55-64,to_inst,29.64015152,North,direct,0,43.0
cf,Female,nopre,type1,p1,l1,nopc,366500,4.625,0.3404,1150.0,360.0,neg_amm,not_int,not_lpsm,408000.0,sb,sr,home,1U,21600.0,EXP,662,CIB,45-54,to_inst,89.82843137,North,direct,0,31.0
cf,Sex Not Available,pre,type1,p4,l1,nopc,276500,3.75,0.5482,1250.0,240.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,6960.0,CRIF,616,CIB,55-64,to_inst,57.84518828,south,direct,0,38.0
cf,Female,nopre,type1,p4,l1,nopc,196500,4.125,0.2112,3619.89,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,2760.0,CRIF,645,CIB,65-74,to_inst,35.21505376,North,direct,0,50.0
cf,Male,nopre,type1,p3,l1,nopc,366500,4.125,0.5924,10437.5,360.0,not_neg,not_int,not_lpsm,498000.0,sb,ir,home,1U,3480.0,CIB,501,CIB,45-54,to_inst,73.59437751,south,direct,0,36.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,226500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,9420.0,EQUI,632,EXP,65-74,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Joint,nopre,type3,p3,l1,nopc,186500,2.99,-0.0254,7009.36,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,5040.0,CRIF,864,EXP,55-64,to_inst,45.71078431,North,direct,0,36.0
cf,Male,nopre,type1,p4,l1,nopc,416500,3.5,-0.0523,615.84,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,4200.0,EXP,638,CIB,25-34,not_inst,64.27469136,North,direct,0,44.0
cf,Joint,nopre,type1,p3,l1,nopc,156500,4.625,1.0065,642.31,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4080.0,CRIF,664,EXP,65-74,not_inst,54.34027778,North,direct,0,43.0
cf,Male,pre,type3,p4,l1,nopc,376500,3.0,-0.727,82.49,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,7301.624987741493,CIB,873,CIB,35-44,not_inst,97.03608247,North,direct,0,37.05157872662454
cf,Sex Not Available,nopre,type1,p4,l1,nopc,466500,4.5,0.702,0.0,360.0,neg_amm,not_int,not_lpsm,778000.0,sb,pr,home,1U,10020.0,EXP,607,EXP,35-44,to_inst,59.96143959,south,direct,0,36.0
cf,Joint,nopre,type1,p3,l1,nopc,416500,4.375,0.807,7475.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,5340.0,EXP,615,EXP,55-64,to_inst,70.83333333,south,direct,0,46.0
cf,Joint,nopre,type1,p4,l1,nopc,686500,3.5,-0.1355,0.0,360.0,not_neg,not_int,not_lpsm,2308000.0,sb,pr,home,1U,13920.0,CIB,688,EXP,45-54,not_inst,29.74436742,North,direct,0,24.0
cf,Male,pre,type1,p4,l1,nopc,356500,3.625,-0.1382,4060.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,6420.0,CIB,814,CIB,45-54,not_inst,67.51893939,North,direct,0,21.0
cf,Male,nopre,type3,p3,l1,nopc,446500,3.125,-0.3996,11112.5,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,6360.0,CRIF,842,EXP,65-74,to_inst,67.85714286,North,direct,0,46.0
cf,Female,nopre,type1,p3,l1,nopc,136500,3.75,0.5643,4543.43,180.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,3480.0,EXP,731,CIB,55-64,to_inst,57.35294118,North,direct,0,24.0
ncf,Female,nopre,type1,p4,l1,nopc,266500,3.875,0.6652,1482.92,240.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,4260.0,CIB,648,CIB,55-64,not_inst,58.18777293,North,direct,0,41.0
cf,Male,nopre,type1,p4,l1,nopc,646500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,neg_amm,not_int,not_lpsm,808000.0,sb,pr,home,1U,7260.0,CIB,619,CIB,35-44,not_inst,80.01237624,south,direct,1,47.0
cf,Female,nopre,type1,p4,l1,nopc,386500,3.99,0.5092,4159.81,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,4320.0,CIB,812,CIB,45-54,to_inst,69.26523297,North,direct,0,48.0
cf,Female,nopre,type1,p1,l1,nopc,106500,4.625,0.6893,1437.89,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,2220.0,CIB,503,CIB,25-34,to_inst,98.61111111,central,direct,0,49.0
cf,Female,nopre,type1,p4,l1,nopc,356500,3.99,0.5303,7827.6,324.0,neg_amm,not_int,not_lpsm,438000.0,sb,pr,home,1U,6360.0,CIB,874,CIB,45-54,not_inst,81.39269406,North-East,direct,0,44.0
cf,Male,pre,type1,p1,l1,nopc,556500,3.375,-0.2715,13083.35,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,12000.0,CIB,615,CIB,35-44,not_inst,88.61464968,North,direct,0,47.0
cf,Male,nopre,type1,p1,l1,nopc,666500,4.625,0.5824,9165.2,360.0,not_neg,not_int,not_lpsm,1028000.0,sb,ir,home,1U,18060.0,CRIF,585,CIB,45-54,not_inst,64.83463035,North,direct,0,31.0
cf,Joint,nopre,type1,p4,l1,nopc,586500,3.625,-0.138,1002.88,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,16920.0,EXP,598,EXP,45-54,not_inst,58.76753507,North,direct,0,9.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,596500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,11940.0,EXP,875,CIB,>74,to_inst,84.25141243,south,direct,1,41.0
ncf,Joint,nopre,type1,p3,l1,nopc,1356500,3.75,0.0978,21953.75,360.0,not_neg,not_int,not_lpsm,1938000.0,sb,pr,home,1U,22860.0,EXP,512,EXP,45-54,to_inst,69.99484004,south,direct,0,30.0
cf,Male,nopre,type1,p4,l1,nopc,276500,4.125,0.0457,6218.5,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3720.0,CRIF,701,EXP,65-74,to_inst,81.80473373,North,direct,0,30.0
cf,Female,nopre,type1,p3,l1,nopc,146500,4.375,0.4221,4835.5,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,2400.0,CRIF,595,CIB,65-74,to_inst,73.98989899,North,direct,0,44.0
cf,Joint,nopre,type1,p3,l1,nopc,376500,3.75,-0.0448,0.0,360.0,not_neg,not_int,not_lpsm,1268000.0,sb,pr,home,1U,6900.0,CRIF,865,EXP,65-74,not_inst,29.69242902,North,direct,0,31.0
cf,Sex Not Available,nopre,type3,p4,l1,nopc,546500,3.625,0.027,0.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,7301.624987741493,EXP,511,EXP,35-44,not_inst,89.88486842,south,direct,0,37.05157872662454
cf,Male,nopre,type1,p3,l1,nopc,266500,2.875,0.0635,9111.75,180.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,7800.0,CIB,821,CIB,55-64,to_inst,43.83223684,south,direct,0,34.0
cf,Joint,nopre,type1,p4,l1,nopc,526500,3.625,0.032,11750.0,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,10320.0,EXP,772,EXP,35-44,to_inst,74.36440678,North,direct,0,46.0
cf,Male,nopre,type1,p3,l1,nopc,356500,4.5,0.0873,1533.5,360.0,neg_amm,not_int,not_lpsm,698000.0,sb,ir,home,1U,1800.0,CIB,834,CIB,65-74,not_inst,51.07449857,North,direct,0,30.0
cf,Joint,nopre,type1,p1,l1,nopc,226500,3.625,0.0184,1250.0,360.0,not_neg,int_only,not_lpsm,278000.0,sb,pr,home,1U,6840.0,CRIF,636,EXP,35-44,to_inst,81.47482014,North,direct,0,34.0
cf,Male,nopre,type1,p4,l1,nopc,126500,3.99,0.3876,3360.88,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3000.0,EXP,850,CIB,35-44,to_inst,63.88888889,North,direct,0,25.0
ncf,Joint,nopre,type3,p3,l1,nopc,206500,3.99,0.1475,3748.78,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3660.0,EXP,875,EXP,65-74,to_inst,83.26612903,North,direct,0,41.0
cf,Joint,nopre,type1,p3,l1,nopc,206500,3.6,-0.0347,152.03,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,4740.0,EXP,872,EXP,45-54,to_inst,54.62962963,North,direct,0,31.0
cf,Joint,nopre,type1,p4,l1,nopc,436500,3.99,0.7652,877.74,240.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,8760.0,CIB,799,EXP,45-54,to_inst,84.26640927,North,direct,0,37.0
cf,Joint,nopre,type1,p1,l1,nopc,646500,3.625,-0.0343,0.0,360.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,8040.0,CIB,708,EXP,55-64,not_inst,69.66594828,south,direct,0,45.0
cf,Male,nopre,type1,p3,l1,nopc,396500,4.375,1.0333,11093.75,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,3900.0,EXP,699,EXP,25-34,to_inst,65.21381579,south,direct,0,44.0
cf,Female,pre,type1,p1,l1,nopc,306500,4.625,1.1139,0.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,6600.0,CRIF,735,CIB,65-74,not_inst,78.99484536,North,direct,0,47.0
ncf,Joint,nopre,type1,p4,l1,nopc,566500,3.75,0.0442,5600.0,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,12000.0,CIB,556,EXP,35-44,not_inst,80.01412429,North,direct,0,34.0
